order_id,customer_id,product_id,order_date,quantity,order_amount,order_status
O007624,C04414,P0171,2024-05-27,2,50451,Completed
O007625,C02604,P0197,2024-05-08,3,6830,Completed
O007626,C02311,P0183,2024-06-12,1,51935,Cancelled
O007627,C03538,P0088,2024-01-14,1,56059,Returned
O007628,C01458,P0126,2024-08-01,5,75442,Cancelled
O007629,C03881,P0118,2024-10-07,4,65441,Completed
O007630,C01590,P0109,2024-02-06,3,55969,Completed
O007631,C04017,P0154,2024-09-27,1,16706,Returned
O007632,C00243,P0118,2024-02-04,3,63858,Returned
O007633,C04318,P0055,2024-09-02,4,3736,Completed
O007634,C02606,P0173,2024-10-03,3,65133,Completed
O007635,C03427,P0032,2024-10-02,1,54501,Completed
O007636,C04365,P0062,2024-07-22,3,48436,Cancelled
O007637,C03713,P0081,2024-06-25,5,34178,Completed
O007638,C03225,P0121,2024-07-11,5,11105,Completed
O007639,C01912,P0061,2024-06-23,4,3159,Completed
O007640,C04203,P0170,2024-10-20,3,36942,Completed
O007641,C02910,P0189,2024-08-30,4,11758,Cancelled
O007642,C02424,P0195,2024-07-05,5,56110,Completed
O007643,C03432,P0151,2024-08-17,4,36555,Completed
O007644,C00703,P0179,2024-01-21,3,50684,Completed
O007645,C04923,P0105,2024-05-01,5,58657,Completed
O007646,C04077,P0117,2024-07-19,1,39165,Completed
O007647,C03050,P0001,2024-08-27,5,34205,Completed
O007648,C03376,P0098,2024-01-19,4,71810,Cancelled
O007649,C01672,P0102,2024-04-23,4,8742,Returned
O007650,C01872,P0198,2024-04-26,5,48591,Returned
O007651,C02629,P0110,2024-02-06,5,71089,Cancelled
O007652,C03645,P0012,2024-02-19,2,50802,Completed
O007653,C02099,P0024,2024-07-07,1,43376,Completed
O007654,C01069,P0083,2024-08-16,4,-500,Completed
O007655,C04522,P0104,2024-05-29,2,76308,Completed
O007656,C00220,P0003,2024-10-20,1,70448,Cancelled
O007657,C02604,P0033,2024-09-14,2,17401,Returned
O007658,C01267,P0038,2024-01-30,4,25105,Completed
O007659,C01048,P0077,2024-07-23,3,74467,Completed
O007660,C03545,P0083,2024-03-29,3,41883,Returned
O007661,C01678,P0056,2024-02-21,4,74037,Completed
O007662,C01185,P0016,2024-08-06,4,26591,Completed
O007663,C03542,P0010,2024-09-15,2,41066,Returned
O007664,C03105,P0146,2024-02-21,4,15028,Returned
O007665,C04285,P0089,2024-07-16,3,66819,Completed
O007666,C02237,P0008,2024-09-22,3,49567,Returned
O007667,C02529,P0081,2024-09-21,4,21415,Completed
O007668,C02326,P0082,2024-04-04,4,2957,Cancelled
O007669,C02491,P0090,2024-04-02,5,4340,Completed
O007670,C00444,P0081,2024-08-30,2,39938,Cancelled
O007671,C01824,P0110,2024-02-03,2,8397,Completed
O007672,C01873,P9999,2024-10-22,4,7994,Completed
O007673,C00569,P0022,2024-03-31,1,65919,Completed
O007674,C04392,P0026,2024-08-05,4,4633,Completed
O007675,C04975,P0130,2024-05-29,3,14434,Completed
O007676,C99999,P0024,2024-10-03,1,34907,Cancelled
O007677,C04939,P0052,2024-06-05,3,5818,Completed
O007678,C03750,P0117,2024-05-06,1,36146,Cancelled
O007679,C03659,P0174,2024-09-06,5,4712,Completed
O007680,C03854,P0150,2024-06-29,3,5331,Returned
O007681,C04510,P0033,2024-10-20,5,14655,Completed
O007682,C02884,P0101,2024-01-07,1,74228,Cancelled
O007683,C01384,P0181,2024-04-08,2,36455,Cancelled
O007684,C00972,P0054,InvalidDate,2,78078,Completed
O007685,C02833,P0156,2024-05-13,4,24668,Completed
O007686,C02760,P0013,2024-10-12,3,28218,Completed
O007687,C00283,P0009,2024-07-02,5,3689,Cancelled
O007688,C02352,P0077,2024-03-28,5,19648,Completed
O007689,C00926,P0015,2024-06-03,2,2590,Returned
O007690,C02477,P0200,2024-09-03,1,47740,Completed
O007691,C04361,P0106,2024-07-02,1,77440,Completed
O007692,C01504,P0131,2024-01-13,1,48651,Cancelled
O007693,C01178,P0115,2024-10-15,4,30056,Cancelled
O007694,C02314,P0098,2024-01-29,3,60673,Completed
O007695,C00479,P0120,2024-08-10,1,70549,Cancelled
O007696,C02063,P0045,2024-07-09,3,21589,Returned
O007697,C01304,P0030,2024-10-07,1,49845,Completed
O007698,C03113,P0168,2024-08-12,2,49773,Cancelled
O007699,C03309,P0198,2024-04-13,1,48822,Completed
O007700,C00436,P0133,2024-09-09,2,713,Completed
O007701,C02307,P0130,2024-01-19,5,69750,Cancelled
O007702,C01141,P0016,2024-07-04,1,31960,Cancelled
O007703,C00093,P0087,2024-02-18,4,65159,Completed
O007704,C02381,P0011,2024-10-03,5,57919,Cancelled
O007705,C00968,P0044,2024-10-20,4,30613,Returned
O007706,C03082,P0018,2024-05-23,1,6800,Cancelled
O007707,C00030,P0200,2024-06-04,5,36138,Completed
O007708,C02337,P0163,2024-06-20,3,46795,Completed
O007709,C00131,P0026,2024-10-11,4,40564,Returned
O007710,C03561,P0182,2024-04-27,5,31740,Completed
O007711,C04173,P0148,2024-02-13,5,2357,Cancelled
O007712,C04148,P0064,2024-06-25,5,618,Completed
O007713,C02355,P0129,2024-01-21,1,62394,Cancelled
O007714,C03031,P0068,2024-10-08,4,73325,Completed
O007715,C04753,P0054,2024-04-04,1,35195,Returned
O007716,C00073,P0089,2024-02-11,4,73173,Completed
O007717,C02296,P0158,2024-10-07,5,23739,Completed
O007718,C01234,P0033,2024-01-17,2,31687,Completed
O007719,C01632,P0135,2024-06-25,2,42579,Cancelled
O007720,C00579,P0178,2024-06-15,2,31760,Cancelled
O007721,C00517,P0039,2024-01-22,5,52447,Completed
O007722,C01872,P0060,2024-05-25,3,19264,Completed
O007723,C00047,P0011,2024-10-22,5,36028,Cancelled
O007724,C02858,P0027,2024-06-08,2,53933,Returned
O007725,C00348,P0075,2024-01-01,3,53592,Returned
O007726,C04911,P0012,2024-03-10,3,50848,Cancelled
O007727,C00149,P0009,2024-03-09,2,23063,Returned
O007728,C02906,P0189,2024-10-13,3,11527,Cancelled
O007729,C02066,P0036,2024-05-24,5,60401,Completed
O007730,C03229,P0110,2024-10-11,4,8490,Completed
O007731,C02547,P0035,2024-07-01,4,64258,Completed
O007732,C00738,P0180,2024-07-03,1,16755,Cancelled
O007733,C02599,P0187,2024-06-11,3,36856,Cancelled
O007734,C02535,P0075,2024-01-02,4,78102,Completed
O007735,C03202,P0027,2024-03-23,1,44024,Completed
O007736,C01036,P0182,2024-04-07,5,29629,Completed
O007737,C00324,P0175,2024-05-10,2,71596,Completed
O007738,C03328,P0151,2024-09-22,4,1065,Completed
O007739,C03401,P0038,2024-03-01,4,4570,Completed
O007740,C00803,P0115,2024-02-09,2,37228,Returned
O007741,C00440,P0119,2024-05-07,2,6347,Completed
O007742,C00359,P0046,2024-08-03,3,39950,Completed
O007743,C02409,P0133,2024-02-03,3,-500,Cancelled
O007744,C03663,P0030,2024-06-19,5,62906,Cancelled
O007745,C01120,P0001,2024-01-27,3,27744,Cancelled
O007746,C03125,P0014,2024-08-11,2,41211,Completed
O007747,C04984,P0131,2024-07-31,3,12646,Returned
O007748,C01133,P0187,2024-10-27,1,63283,Completed
O007749,C02203,P0120,2024-02-12,1,30702,Returned
O007750,C03840,P0161,2024-08-23,4,16536,Completed
O007751,C03082,P0151,2024-07-01,1,56513,Completed
O007752,C03756,P0040,2024-01-12,2,26197,Returned
O007753,C00167,P0180,2024-03-08,5,66189,Completed
O007754,C03424,P0140,2024-04-24,3,65174,Completed
O007755,C02095,P0200,2024-10-20,1,53581,Completed
O007756,C04175,P0066,2024-02-29,2,29621,Completed
O007757,C03208,P0150,2024-07-03,2,16882,Returned
O007758,C00009,P0069,2024-08-23,4,5800,Completed
O007759,C00893,P0133,2024-03-31,4,57149,Cancelled
O007760,C03443,P0076,2024-02-25,5,27400,Completed
O007761,C02820,P0117,2024-10-02,3,47221,Cancelled
O007762,C03787,P0010,2024-03-21,3,25642,Cancelled
O007763,C00087,P0085,2024-10-25,4,12293,Completed
O007764,C02713,P0029,2024-01-14,1,51070,Cancelled
O007765,C03787,P0048,2024-05-20,2,1026,Completed
O007766,C03618,P0048,2024-07-18,3,71518,Completed
O007767,C04794,P0195,2024-07-26,4,13406,Completed
O007768,C02142,P0095,2024-05-23,1,73032,Completed
O007769,C02160,P0047,2024-03-09,5,24402,Cancelled
O007770,C01572,P0188,2024-02-09,5,21953,Returned
O007771,C02472,P0021,2024-01-05,1,1936,Completed
O007772,C01572,P0101,2024-08-22,3,68860,Returned
O007773,C04521,P0046,2024-05-27,1,45292,Returned
O007774,C00148,P0187,2024-01-22,1,11302,Cancelled
O007775,C02817,P0093,2024-10-15,3,45189,Completed
O007776,C02401,P0107,2024-03-05,3,12090,Returned
O007777,C99999,P0104,2024-10-09,2,14019,Cancelled
O007778,C00231,P0010,2024-07-17,3,11287,Completed
O007779,C04028,P0125,2024-06-02,3,62207,Completed
O007780,C02546,P0095,2024-04-06,2,62598,Completed
O007781,C03541,P0021,2024-04-08,5,52644,Completed
O007782,C01528,P0070,2024-10-01,5,29152,Completed
O007783,C04658,P0122,2024-06-07,1,50213,Returned
O007784,C01926,P0159,2024-01-01,4,77003,Returned
O007785,C01925,P0114,2024-10-04,5,3945,Returned
O007786,C04884,P0123,2024-07-24,1,4628,Cancelled
O007787,C01619,P0078,2024-04-22,1,76046,Returned
O007788,C00924,P0136,2024-05-14,2,48893,Cancelled
O007789,C02593,P0067,2024-10-14,1,24972,Completed
O007790,C01293,P0008,2024-04-14,3,37923,Completed
O007791,C02432,P0037,2024-08-12,1,25222,Cancelled
O007792,C00041,P0034,2024-01-11,4,71648,Completed
O007793,C01123,P0065,2024-01-05,1,42647,Cancelled
O007794,C01287,P0093,2024-05-11,5,6527,Returned
O007795,C03701,P0192,2024-09-23,4,59770,Completed
O007796,C00557,P0157,2024-02-01,4,27347,Cancelled
O007797,C04271,P0021,InvalidDate,5,71912,Completed
O007798,C01119,P0004,2024-09-05,2,55826,Returned
O007799,C04939,P0142,2024-01-04,3,70179,Returned
O007800,C02864,P0082,2024-05-26,1,55853,Cancelled
O007801,C03496,P0138,2024-02-02,2,3940,Cancelled
O007802,C04186,P0056,2024-03-02,3,33710,Cancelled
O007803,C02666,P0128,2024-03-17,3,39412,Returned
O007804,C04718,P0161,2024-04-10,5,3255,Returned
O007805,C03422,P0066,2024-06-01,4,64316,Completed
O007806,C04657,P0084,2024-08-22,1,31640,Completed
O007807,C00522,P0188,2024-01-07,5,61169,Completed
O007808,C03152,P0146,2024-07-22,5,9423,Returned
O007809,C02767,P9999,2024-07-11,5,62132,Completed
O007810,C03232,P0103,2024-05-01,3,45139,Returned
O007811,C02018,P0051,2024-04-26,1,57200,Completed
O007812,C03408,P0123,2024-04-02,3,71164,Completed
O007813,C03351,P0027,2024-02-04,3,63381,Cancelled
O007814,C01712,P0013,2024-09-12,5,51133,Cancelled
O007815,C04147,P0134,2024-03-04,2,28337,Cancelled
O007816,C04267,P0157,2024-01-02,2,61950,Completed
O007817,C02194,P0131,2024-09-16,4,2817,Completed
O007818,C03678,P0052,2024-06-18,5,42942,Completed
O007819,C03261,P0119,2024-05-23,2,11769,Returned
O007820,C01750,P0145,2024-03-19,3,10489,Returned
O007821,C04496,P0175,2024-01-03,4,70023,Completed
O007822,C02586,P0030,2024-08-11,4,30865,Cancelled
O007823,C03807,P0040,2024-03-16,5,22079,Completed
O007824,C03238,P0088,2024-03-26,1,13137,Returned
O007825,C04156,P0039,2024-05-29,1,26691,Returned
O007826,C03319,P0083,2024-05-22,2,67697,Completed
O007827,C00486,P0032,2024-04-10,2,67370,Returned
O007828,C02510,P0115,2024-04-05,1,73123,Completed
O007829,C01301,P0063,2024-07-04,5,53972,Completed
O007830,C02804,P0059,2024-10-17,3,18136,Returned
O007831,C02927,P0014,2024-09-25,5,3745,Cancelled
O007832,C03506,P0020,2024-02-14,1,-500,Returned
O007833,C00217,P0161,2024-03-05,1,67685,Completed
O007834,C02900,P0177,2024-07-03,5,45359,Cancelled
O007835,C00697,P0147,2024-04-26,4,71469,Cancelled
O007836,C01036,P0188,2024-01-02,5,75229,Returned
O007837,C00996,P0111,2024-07-28,3,32146,Returned
O007838,C02421,P0013,2024-03-24,4,32957,Cancelled
O007839,C04332,P0151,2024-03-03,1,55785,Returned
O007840,C02018,P0070,2024-04-12,2,76830,Completed
O007841,C02319,P0076,2024-06-16,5,23295,Returned
O007842,C01613,P0010,2024-04-04,4,14225,Completed
O007843,C01806,P0166,2024-07-24,1,10455,Returned
O007844,C04240,P0067,2024-04-09,2,22787,Completed
O007845,C03320,P0095,2024-04-05,3,41600,Returned
O007846,C04912,P0076,2024-07-20,5,22230,Completed
O007847,C03680,P0195,2024-02-26,5,63176,Completed
O007848,C03483,P0191,2024-03-30,4,39770,Completed
O007849,C00023,P0164,2024-03-07,2,11291,Cancelled
O007850,C01374,P0070,2024-06-10,4,44382,Cancelled
O007851,C02147,P0033,2024-06-28,5,37105,Cancelled
O007852,C04859,P0086,2024-07-03,1,67015,Completed
O007853,C03489,P0089,2024-04-12,3,10552,Returned
O007854,C03272,P0180,2024-05-06,2,58266,Returned
O007855,C00696,P0157,2024-02-09,3,26692,Cancelled
O007856,C03237,P0023,2024-01-08,4,10457,Completed
O007857,C02452,P0200,2024-04-22,1,16474,Cancelled
O007858,C03782,P0061,2024-06-27,3,67970,Completed
O007859,C00842,P0013,2024-03-15,2,44039,Completed
O007860,C00326,P0160,2024-06-24,2,14489,Completed
O007861,C02657,P0152,2024-09-22,1,1367,Completed
O007862,C03074,P0091,2024-04-08,1,50418,Completed
O007863,C03151,P0089,2024-01-30,3,40227,Completed
O007864,C00431,P0087,2024-03-19,4,33383,Returned
O007865,C02418,P0015,2024-07-03,5,17852,Cancelled
O007866,C00210,P0197,2024-05-24,1,41953,Completed
O007867,C04635,P0019,2024-05-30,4,67494,Cancelled
O007868,C01343,P0149,2024-08-09,1,57064,Completed
O007869,C01375,P0027,2024-10-06,3,8539,Returned
O007870,C01787,P0104,2024-01-25,1,37073,Returned
O007871,C01533,P0001,2024-02-03,2,50835,Completed
O007872,C01797,P0102,2024-05-04,5,62025,Completed
O007873,C04988,P0039,2024-07-14,2,15265,Completed
O007874,C00855,P0105,2024-05-13,3,20204,Completed
O007875,C02314,P0116,2024-10-01,3,41616,Cancelled
O007876,C00894,P0170,2024-02-22,1,42395,Completed
O007877,C00638,P0161,2024-04-15,2,43507,Completed
O007878,C99999,P0176,2024-09-02,4,60432,Completed
O007879,C01195,P0175,2024-08-01,2,21610,Completed
O007880,C03154,P0060,2024-01-22,1,19195,Completed
O007881,C03869,P0055,2024-05-02,3,79922,Cancelled
O007882,C01600,P0142,2024-06-02,2,3080,Completed
O007883,C01046,P0144,2024-09-24,1,60198,Completed
O007884,C04586,P0076,2024-09-25,4,47757,Returned
O007885,C02543,P0108,2024-07-17,4,43883,Completed
O007886,C04462,P0029,2024-07-08,3,43456,Completed
O007887,C03585,P0074,2024-07-25,5,22392,Cancelled
O007888,C03855,P0103,2024-09-09,5,77540,Cancelled
O007889,C01661,P0182,2024-08-03,1,10305,Completed
O007890,C01197,P0091,2024-07-30,3,10548,Returned
O007891,C02949,P0138,2024-04-10,5,26295,Completed
O007892,C00550,P0190,2024-01-18,1,62386,Cancelled
O007893,C01227,P0065,2024-10-05,3,15077,Completed
O007894,C03815,P0112,2024-08-30,3,51745,Cancelled
O007895,C00978,P0157,2024-05-27,2,75934,Returned
O007896,C01011,P0018,2024-10-26,1,70638,Cancelled
O007897,C03250,P0175,2024-08-04,2,29466,Completed
O007898,C03879,P0006,2024-03-01,5,72411,Cancelled
O007899,C03588,P0172,2024-09-22,5,34317,Cancelled
O007900,C03186,P0177,2024-09-11,1,9987,Completed
O007901,C01680,P0035,2024-09-13,1,64350,Completed
O007902,C02435,P0085,2024-07-11,1,70906,Cancelled
O007903,C02868,P0061,2024-01-31,2,22826,Completed
O007904,C01570,P0173,2024-02-20,5,8361,Completed
O007905,C03109,P0019,2024-09-18,5,74516,Cancelled
O007906,C01123,P0027,2024-03-07,2,28507,Completed
O007907,C03289,P0143,2024-01-30,4,23589,Cancelled
O007908,C00514,P0108,2024-05-13,3,2857,Completed
O007909,C01301,P0061,2024-02-09,1,26590,Returned
O007910,C03661,P0191,InvalidDate,1,56341,Returned
O007911,C04568,P0153,2024-05-07,3,73814,Cancelled
O007912,C03384,P0182,2024-09-25,1,79131,Completed
O007913,C04985,P0186,2024-09-27,1,70728,Completed
O007914,C01565,P0024,2024-10-23,2,23101,Completed
O007915,C00697,P0110,2024-10-13,2,15087,Completed
O007916,C03931,P0189,2024-08-15,5,52596,Cancelled
O007917,C00843,P0047,2024-01-24,5,59732,Returned
O007918,C01711,P0140,2024-10-05,5,34056,Completed
O007919,C03207,P0073,2024-01-08,5,79441,Completed
O007920,C03387,P0070,2024-02-22,4,53714,Cancelled
O007921,C00751,P0192,2024-10-24,5,-500,Completed
O007922,C00204,P0157,2024-04-19,4,72326,Returned
O007923,C00148,P0061,2024-05-24,4,45754,Completed
O007924,C04139,P0061,2024-10-22,5,76024,Completed
O007925,C01120,P0070,2024-09-06,1,25913,Completed
O007926,C03896,P0169,2024-01-22,2,38054,Returned
O007927,C02140,P0122,2024-02-27,5,33155,Completed
O007928,C02921,P0106,2024-05-14,1,636,Completed
O007929,C03565,P0141,2024-03-09,1,65718,Completed
O007930,C00074,P0199,2024-02-15,5,76182,Cancelled
O007931,C01475,P0068,2024-05-31,3,3170,Returned
O007932,C02084,P0017,2024-06-04,1,34293,Completed
O007933,C03255,P0074,2024-09-08,2,47054,Completed
O007934,C04697,P0139,2024-03-01,1,11651,Returned
O007935,C00087,P0145,2024-02-07,1,44256,Returned
O007936,C04394,P0014,2024-01-12,1,30248,Returned
O007937,C01848,P0118,2024-06-05,1,71117,Returned
O007938,C00543,P0096,2024-03-05,4,69491,Completed
O007939,C00062,P0031,2024-04-14,4,44484,Returned
O007940,C01231,P0077,2024-08-10,5,28624,Completed
O007941,C02170,P0162,2024-03-14,2,16277,Cancelled
O007942,C04030,P0200,2024-01-24,5,54142,Completed
O007943,C00583,P0199,2024-03-30,4,8385,Completed
O007944,C00836,P0082,2024-02-09,1,42166,Cancelled
O007945,C03379,P0175,2024-02-29,3,29391,Completed
O007946,C04651,P9999,2024-08-14,4,33705,Completed
O007947,C02675,P0114,2024-01-09,4,78905,Completed
O007948,C02198,P0139,2024-04-04,1,39480,Completed
O007949,C02968,P0127,2024-01-08,5,59292,Cancelled
O007950,C04777,P0131,2024-04-21,5,75279,Completed
O007951,C04651,P0134,2024-02-08,4,27842,Completed
O007952,C00200,P0020,2024-07-16,2,58047,Returned
O007953,C00553,P0159,2024-04-28,4,63324,Returned
O007954,C02704,P0007,2024-05-08,5,24116,Cancelled
O007955,C03470,P0020,2024-09-28,1,14518,Completed
O007956,C01517,P0080,2024-01-17,5,44046,Cancelled
O007957,C01651,P0165,2024-10-14,3,32674,Returned
O007958,C01976,P0091,2024-01-22,2,65218,Completed
O007959,C00671,P0127,2024-07-08,1,58408,Completed
O007960,C04083,P0176,2024-06-03,5,25567,Completed
O007961,C04135,P0019,2024-09-08,3,59720,Completed
O007962,C02538,P0032,2024-02-17,4,38264,Cancelled
O007963,C03221,P0061,2024-03-05,4,60880,Cancelled
O007964,C02023,P0046,2024-08-09,4,7428,Cancelled
O007965,C01570,P0176,2024-08-07,3,7746,Cancelled
O007966,C04335,P0063,2024-01-27,1,27017,Completed
O007967,C00570,P0172,2024-07-24,5,64673,Completed
O007968,C02480,P0181,2024-06-07,2,42422,Returned
O007969,C01514,P0177,2024-01-23,5,20945,Completed
O007970,C02212,P0114,2024-09-06,5,49896,Completed
O007971,C03460,P0087,2024-01-29,4,31246,Completed
O007972,C02577,P0136,2024-08-20,3,76509,Completed
O007973,C01160,P0072,2024-10-03,1,68906,Cancelled
O007974,C00519,P0099,2024-05-08,5,51108,Completed
O007975,C02472,P0159,2024-03-16,3,3684,Returned
O007976,C02498,P0172,2024-02-01,4,71078,Completed
O007977,C00239,P0112,2024-04-25,5,72893,Returned
O007978,C02781,P0141,2024-08-08,3,52792,Completed
O007979,C99999,P0002,2024-01-29,4,75275,Completed
O007980,C00553,P0146,2024-04-13,1,53956,Completed
O007981,C02584,P0060,2024-09-10,2,36831,Completed
O007982,C01716,P0175,2024-08-22,4,71237,Completed
O007983,C04730,P0184,2024-08-09,1,55642,Completed
O007984,C04503,P0101,2024-10-22,5,55471,Completed
O007985,C04596,P0198,2024-06-13,1,48201,Cancelled
O007986,C01674,P0078,2024-05-15,2,70839,Completed
O007987,C01860,P0071,2024-04-17,1,39914,Completed
O007988,C04501,P0065,2024-02-03,2,67256,Completed
O007989,C01144,P0021,2024-01-04,3,74079,Cancelled
O007990,C04689,P0030,2024-10-03,2,41148,Returned
O007991,C01737,P0044,2024-09-21,4,37988,Completed
O007992,C02722,P0131,2024-08-26,5,47819,Completed
O007993,C04815,P0067,2024-03-16,5,37689,Returned
O007994,C02953,P0093,2024-08-04,1,3550,Returned
O007995,C01739,P0128,2024-10-22,4,15906,Returned
O007996,C03907,P0047,2024-06-02,4,29805,Completed
O007997,C02618,P0086,2024-01-08,3,53504,Returned
O007998,C00690,P0101,2024-08-02,4,51283,Cancelled
O007999,C02698,P0175,2024-07-30,1,37193,Completed
O008000,C01202,P0007,2024-09-29,4,67857,Completed
O008001,C00431,P0063,2024-06-23,3,25134,Completed
O008002,C02710,P0018,2024-02-19,1,73367,Returned
O008003,C04800,P0148,2024-03-06,3,77613,Completed
O008004,C02074,P0170,2024-07-24,3,34294,Returned
O008005,C04380,P0069,2024-05-16,2,21124,Completed
O008006,C01532,P0025,2024-09-13,1,5035,Completed
O008007,C02776,P0030,2024-05-21,2,34609,Completed
O008008,C01113,P0133,2024-03-01,4,35704,Completed
O008009,C03687,P0187,2024-10-04,4,55113,Completed
O008010,C04202,P0122,2024-06-14,3,-500,Returned
O008011,C04101,P0092,2024-06-27,4,6093,Returned
O008012,C00953,P0200,2024-08-11,1,56870,Returned
O008013,C00219,P0145,2024-03-08,3,72628,Returned
O008014,C04462,P0100,2024-04-27,4,72377,Cancelled
O008015,C03700,P0114,2024-03-28,3,53067,Cancelled
O008016,C04326,P0141,2024-01-08,3,53178,Completed
O008017,C03286,P0172,2024-04-23,5,73358,Cancelled
O008018,C01811,P0132,2024-02-10,1,76755,Returned
O008019,C00149,P0179,2024-04-02,5,25475,Returned
O008020,C03691,P0127,2024-09-04,2,62518,Completed
O008021,C01684,P0025,2024-08-16,5,79011,Completed
O008022,C01139,P0011,2024-06-29,1,72920,Cancelled
O008023,C04832,P0059,InvalidDate,1,63675,Completed
O008024,C01040,P0153,2024-01-30,2,41982,Cancelled
O008025,C01021,P0105,2024-08-04,2,61384,Cancelled
O008026,C01204,P0054,2024-05-26,1,51634,Completed
O008027,C01606,P0144,2024-09-16,4,15872,Cancelled
O008028,C01121,P0020,2024-01-26,4,34816,Cancelled
O008029,C00995,P0132,2024-09-25,1,36422,Returned
O008030,C01662,P0027,2024-03-30,5,39592,Completed
O008031,C02966,P0078,2024-03-16,1,79751,Completed
O008032,C00657,P0038,2024-02-16,5,9815,Cancelled
O008033,C01598,P0162,2024-09-29,2,71297,Completed
O008034,C00505,P0065,2024-04-07,4,5567,Completed
O008035,C00288,P0145,2024-06-15,3,43733,Returned
O008036,C00477,P0019,2024-05-25,5,6463,Completed
O008037,C01703,P0112,2024-04-08,5,54885,Returned
O008038,C03943,P0123,2024-02-16,4,45944,Cancelled
O008039,C01014,P0117,2024-03-14,2,58722,Cancelled
O008040,C04268,P0173,2024-02-05,5,10754,Completed
O008041,C00833,P0143,2024-04-16,2,1951,Completed
O008042,C00079,P0051,2024-10-27,4,28563,Completed
O008043,C03241,P0170,2024-08-08,1,57719,Returned
O008044,C01588,P0012,2024-01-14,4,76150,Completed
O008045,C00773,P0129,2024-06-21,2,56219,Cancelled
O008046,C02771,P0073,2024-10-14,5,4388,Returned
O008047,C01517,P0077,2024-07-14,3,48781,Completed
O008048,C02901,P0199,2024-04-09,2,55525,Returned
O008049,C03045,P0168,2024-03-12,5,48351,Completed
O008050,C01388,P0014,2024-09-23,3,69322,Completed
O008051,C04951,P0177,2024-10-24,4,77124,Cancelled
O008052,C01549,P0184,2024-06-17,3,63867,Returned
O008053,C01935,P0128,2024-10-02,2,47277,Completed
O008054,C01118,P0046,2024-08-28,5,22394,Completed
O008055,C03414,P0149,2024-04-29,2,32382,Cancelled
O008056,C04250,P0141,2024-02-29,4,63972,Cancelled
O008057,C00506,P0009,2024-08-14,1,41923,Cancelled
O008058,C04104,P0182,2024-08-11,3,42123,Completed
O008059,C00880,P0047,2024-05-21,4,47477,Completed
O008060,C01013,P0181,2024-01-25,5,27699,Completed
O008061,C00375,P0123,2024-01-07,3,57496,Cancelled
O008062,C01650,P0083,2024-03-25,1,68961,Completed
O008063,C00329,P0021,2024-02-25,2,13430,Completed
O008064,C01729,P0198,2024-09-12,2,62084,Completed
O008065,C01166,P0024,2024-03-25,5,61152,Returned
O008066,C03747,P0014,2024-08-26,2,66391,Completed
O008067,C03531,P0138,2024-07-29,3,46809,Completed
O008068,C04135,P0186,2024-09-27,1,34763,Completed
O008069,C04440,P0102,2024-07-24,3,16860,Completed
O008070,C03792,P0108,2024-03-06,4,32042,Cancelled
O008071,C03608,P0198,2024-09-09,2,32855,Completed
O008072,C02764,P0174,2024-08-25,2,25398,Returned
O008073,C02590,P0101,2024-03-02,3,13626,Completed
O008074,C00980,P0009,2024-06-04,5,2481,Returned
O008075,C03473,P0194,2024-02-28,1,28817,Cancelled
O008076,C01211,P0132,2024-07-15,3,20407,Cancelled
O008077,C02361,P0036,2024-06-11,2,53438,Returned
O008078,C01227,P0198,2024-04-19,3,65126,Returned
O008079,C01583,P0005,2024-04-17,1,55870,Completed
O008080,C99999,P0068,2024-09-08,5,72982,Completed
O008081,C02162,P0008,2024-06-01,3,53603,Returned
O008082,C03357,P0084,2024-02-21,4,47780,Completed
O008083,C02914,P9999,2024-06-12,4,62353,Completed
O008084,C01486,P0134,2024-06-04,2,25724,Returned
O008085,C04827,P0135,2024-08-27,4,78817,Completed
O008086,C02274,P0177,2024-10-27,1,40341,Cancelled
O008087,C03768,P0108,2024-04-19,3,63647,Completed
O008088,C01658,P0011,2024-09-03,5,40031,Completed
O008089,C02431,P0098,2024-01-02,2,585,Returned
O008090,C04493,P0147,2024-05-03,1,57567,Completed
O008091,C00361,P0002,2024-03-12,5,62797,Cancelled
O008092,C04233,P0048,2024-03-12,1,4796,Completed
O008093,C03358,P0147,2024-05-06,5,50434,Completed
O008094,C03454,P0090,2024-07-23,1,12733,Completed
O008095,C04875,P0176,2024-07-01,5,20178,Returned
O008096,C04083,P0047,2024-08-25,4,13097,Returned
O008097,C00105,P0002,2024-02-10,2,7417,Completed
O008098,C01068,P0071,2024-08-14,5,18667,Completed
O008099,C02517,P0177,2024-07-06,1,-500,Completed
O008100,C00122,P0164,2024-04-15,5,38958,Completed
O008101,C01529,P0129,2024-08-11,5,17436,Completed
O008102,C04194,P0149,2024-07-17,3,11442,Cancelled
O008103,C04189,P0054,2024-09-11,2,45819,Returned
O008104,C03951,P0137,2024-09-27,4,27241,Completed
O008105,C03478,P0117,2024-05-25,5,21787,Completed
O008106,C01801,P0160,2024-09-17,1,78148,Completed
O008107,C04520,P0166,2024-03-21,4,21268,Completed
O008108,C04781,P0132,2024-05-21,1,46355,Completed
O008109,C04424,P0198,2024-06-02,3,7075,Returned
O008110,C00516,P0139,2024-04-11,5,16412,Cancelled
O008111,C03907,P0019,2024-10-01,4,40447,Cancelled
O008112,C01959,P0081,2024-05-04,1,636,Returned
O008113,C04602,P0059,2024-05-11,4,25704,Returned
